"id","fqdn/ip","port","severity","finding","cve","cwe"
"TLS_extensions","www.nathalie-arthaud.info/141.94.244.194","443","INFO","'renegotiation info/#65281' 'server name/#0' 'EC point formats/#11' 'session ticket/#35' 'max fragment length/#1' 'application layer protocol negotiation/#16' 'encrypt-then-mac/#22' 'extended master secret/#23'","",""
"TLS_session_ticket","www.nathalie-arthaud.info/141.94.244.194","443","INFO","valid for 300 seconds only (<daily)","",""
"SSL_sessionID_support","www.nathalie-arthaud.info/141.94.244.194","443","INFO","yes","",""
"sessionresumption_ticket","www.nathalie-arthaud.info/141.94.244.194","443","INFO","supported","",""
"sessionresumption_ID","www.nathalie-arthaud.info/141.94.244.194","443","INFO","supported","",""
"TLS_timestamp","www.nathalie-arthaud.info/141.94.244.194","443","INFO","random","",""
"cert_compression","www.nathalie-arthaud.info/141.94.244.194","443","INFO","N/A","",""
"clientAuth","www.nathalie-arthaud.info/141.94.244.194","443","INFO","none","",""
"cert_numbers","www.nathalie-arthaud.info/141.94.244.194","443","INFO","1","",""
"cert_signatureAlgorithm","www.nathalie-arthaud.info/141.94.244.194","443","OK","SHA256 with RSA","",""
"cert_keySize","www.nathalie-arthaud.info/141.94.244.194","443","OK","RSA 4096 bits (exponent is 65537)","",""
"cert_keyUsage","www.nathalie-arthaud.info/141.94.244.194","443","INFO","Digital Signature, Key Encipherment","",""
"cert_extKeyUsage","www.nathalie-arthaud.info/141.94.244.194","443","INFO","TLS Web Server Authentication, TLS Web Client Authentication","",""
"cert_serialNumber","www.nathalie-arthaud.info/141.94.244.194","443","INFO","0343EE9688B312CC41BAD3677A07F13AA82D","",""
"cert_serialNumberLen","www.nathalie-arthaud.info/141.94.244.194","443","INFO","18","",""
"cert_fingerprintSHA1","www.nathalie-arthaud.info/141.94.244.194","443","INFO","1E7A855E8915D2CA4791153B2727CE62926C4B68","",""
"cert_fingerprintSHA256","www.nathalie-arthaud.info/141.94.244.194","443","INFO","D87955173FE1ADFAED4C560D6534CB02EF405413391E3FB0468B07BA01C324A4","",""
