"id","fqdn/ip","port","severity","finding","cve","cwe"
"cert_extlifeSpan","www.avectaubira.fr/51.158.73.110","443","OK","certificate has no extended life time according to browser forum","",""
"cert_eTLS","www.avectaubira.fr/51.158.73.110","443","INFO","not present","",""
"cert_crlDistributionPoints","www.avectaubira.fr/51.158.73.110","443","INFO","--","",""
"cert_ocspURL","www.avectaubira.fr/51.158.73.110","443","INFO","http://r3.o.lencr.org","",""
"OCSP_stapling","www.avectaubira.fr/51.158.73.110","443","OK","offered","",""
"cert_ocspRevoked","www.avectaubira.fr/51.158.73.110","443","OK","not revoked","",""
"cert_mustStapleExtension","www.avectaubira.fr/51.158.73.110","443","INFO","--","",""
"DNS_CAArecord","www.avectaubira.fr/51.158.73.110","443","LOW","--","",""
"certificate_transparency","www.avectaubira.fr/51.158.73.110","443","OK","yes (certificate extension)","",""
"certs_countServer","www.avectaubira.fr/51.158.73.110","443","INFO","3","",""
"certs_list_ordering_problem","www.avectaubira.fr/51.158.73.110","443","INFO","no","",""
"cert_caIssuers","www.avectaubira.fr/51.158.73.110","443","INFO","R3 (Let's Encrypt from US)","",""
